study_accession	sample_accession	experiment_accession	run_accession	read_count	base_count	sample_alias
PRJEB6463	SAMEA2581408	ERX1479030	ERR1407957	75750666	11438350566	HGDP00537
PRJEB6463	SAMEA2581416	ERX1479032	ERR1407959	69396550	10478879050	HGDP01362
PRJEB6463	SAMEA2581313	ERX1479033	ERR1407960	67894734	10252104834	HGDP00094
PRJEB6463	SAMEA2581324	ERX1479035	ERR1407962	67797446	10237414346	HGDP00140
PRJEB6463	SAMEA2581332	ERX1479038	ERR1407965	66090862	9979720162	HGDP00150
PRJEB6463	SAMEA2581342	ERX1479040	ERR1407967	70070054	10580578154	HGDP01382
PRJEB6463	SAMEA2581353	ERX1479042	ERR1407969	68499808	10343471008	HGDP01400
PRJEB6463	SAMEA2581363	ERX1479044	ERR1407971	64483084	9736945684	HGDP00884
PRJEB6463	SAMEA2581372	ERX1479046	ERR1407973	78037364	11783641964	HGDP00893
PRJEB6463	SAMEA2581380	ERX1479048	ERR1407975	82257982	12420955282	HGDP00901
PRJEB6463	SAMEA2581389	ERX1479050	ERR1407977	78406706	11839412606	HGDP00517
PRJEB6463	SAMEA2581399	ERX1479053	ERR1407979	67071284	10127763884	HGDP00527
PRJEB6463	SAMEA2581409	ERX1479055	ERR1407981	67207622	10148350922	HGDP00538
PRJEB6463	SAMEA2581417	ERX1479057	ERR1407983	71576128	10807995328	HGDP01363
PRJEB6463	SAMEA2581305	ERX1479059	ERR1407985	77868406	11758129306	HGDP00076
PRJEB6463	SAMEA2581314	ERX1479061	ERR1407987	58484916	8831222316	HGDP00096
PRJEB6463	SAMEA2581325	ERX1479063	ERR1407989	70219982	10603217282	HGDP00141
PRJEB6463	SAMEA2581333	ERX1479065	ERR1407991	68855628	10397199828	HGDP00151
PRJEB6463	SAMEA2581344	ERX1479067	ERR1407993	62943174	9504419274	HGDP01384
PRJEB6463	SAMEA2581356	ERX1479069	ERR1407995	68171592	10293910392	HGDP01403
PRJEB6463	SAMEA2581364	ERX1479070	ERR1407997	67241490	10153464990	HGDP00885
PRJEB6463	SAMEA2581373	ERX1479072	ERR1407999	72982426	11020346326	HGDP00894
PRJEB6463	SAMEA2581381	ERX1479074	ERR1408001	69179136	10446049536	HGDP00902
PRJEB6463	SAMEA2581390	ERX1479077	ERR1408004	72781052	10989938852	HGDP00518
PRJEB6463	SAMEA2581400	ERX1479079	ERR1408006	76699266	11581589166	HGDP00528
PRJEB6463	SAMEA2581410	ERX1479081	ERR1408008	74478834	11246303934	HGDP00539
PRJEB6463	SAMEA2581306	ERX1479083	ERR1408010	59888266	9043128166	HGDP00078
PRJEB6463	SAMEA2581315	ERX1479085	ERR1408012	66540194	10047569294	HGDP00098
PRJEB6463	SAMEA2581326	ERX1479087	ERR1408014	63512974	9590459074	HGDP00143
PRJEB6463	SAMEA2581334	ERX1479089	ERR1408016	111041674	16767292774	HGDP00153
PRJEB6463	SAMEA2581346	ERX1479091	ERR1408018	67501584	10192739184	HGDP01386
PRJEB6463	SAMEA2581357	ERX1479093	ERR1408020	62133462	9382152762	HGDP01404
PRJEB6463	SAMEA2581365	ERX1479096	ERR1408022	83737088	12644300288	HGDP00886
PRJEB6463	SAMEA2581374	ERX1479099	ERR1408024	65244462	9851913762	HGDP00895
PRJEB6463	SAMEA2581383	ERX1479100	ERR1408026	66288454	10009556554	HGDP00511
PRJEB6463	SAMEA2581391	ERX1479102	ERR1408030	53432118	8068249818	HGDP00519
PRJEB6463	SAMEA2581401	ERX1479104	ERR1408032	64880574	9796966674	HGDP00529
PRJEB6463	SAMEA2581411	ERX1479106	ERR1408034	64772320	9780620320	HGDP01357
PRJEB6463	SAMEA2581307	ERX1479108	ERR1408036	72021704	10875277304	HGDP00080
PRJEB6463	SAMEA2581317	ERX1479109	ERR1408038	76307934	11522498034	HGDP00131
PRJEB6463	SAMEA2581327	ERX1479111	ERR1408040	70082512	10582459312	HGDP00144
PRJEB6463	SAMEA2581335	ERX1479113	ERR1408042	69254630	10457449130	HGDP00154
PRJEB6463	SAMEA2581347	ERX1479115	ERR1408044	69612176	10511438576	HGDP01387
PRJEB6463	SAMEA2581358	ERX1479117	ERR1408046	73537988	11104236188	HGDP00879
PRJEB6463	SAMEA2581367	ERX1479118	ERR1408048	74154716	11197362116	HGDP00888
PRJEB6463	SAMEA2581375	ERX1479120	ERR1408050	72428342	10936679642	HGDP00896
PRJEB6463	SAMEA2581384	ERX1479122	ERR1408052	62873714	9493930814	HGDP00512
PRJEB6463	SAMEA2581392	ERX1479124	ERR1408054	74538968	11255384168	HGDP00520
PRJEB6463	SAMEA2581403	ERX1479126	ERR1408056	72222120	10905540120	HGDP00531
PRJEB6463	SAMEA2581412	ERX1479128	ERR1408058	71695870	10826076370	HGDP01358
PRJEB6463	SAMEA2581308	ERX1479130	ERR1408060	74882954	11307326054	HGDP00082
PRJEB6463	SAMEA2581318	ERX1479132	ERR1408062	69315408	10466626608	HGDP00133
PRJEB6463	SAMEA2581328	ERX1479134	ERR1408064	64590016	9753092416	HGDP00145
PRJEB6463	SAMEA2581336	ERX1479136	ERR1408066	69215348	10451517548	HGDP00155
PRJEB6463	SAMEA2581348	ERX1479138	ERR1408068	56993204	8605973804	HGDP01388
PRJEB6463	SAMEA2581359	ERX1479140	ERR1408070	69337718	10469995418	HGDP00880
PRJEB6463	SAMEA2581368	ERX1479142	ERR1408072	70060932	10579200732	HGDP00889
PRJEB6463	SAMEA2581376	ERX1479144	ERR1408074	71699486	10826622386	HGDP00897
PRJEB6463	SAMEA2581385	ERX1479146	ERR1408076	73181172	11050356972	HGDP00513
PRJEB6463	SAMEA2581394	ERX1479148	ERR1408078	64425530	9728255030	HGDP00522
PRJEB6463	SAMEA2581405	ERX1479150	ERR1408080	77204054	11657812154	HGDP00534
PRJEB6463	SAMEA2581413	ERX1479152	ERR1408082	73863528	11153392728	HGDP01359
PRJEB6463	SAMEA2581309	ERX1479154	ERR1408084	68549212	10350931012	HGDP00086
PRJEB6463	SAMEA2581319	ERX1479156	ERR1408087	63093882	9527176182	HGDP00134
PRJEB6463	SAMEA2581329	ERX1479158	ERR1408089	63021904	9516307504	HGDP00146
PRJEB6463	SAMEA2581338	ERX1479160	ERR1408091	72559000	10956409000	HGDP00158
PRJEB6463	SAMEA2581350	ERX1479161	ERR1408093	69170548	10444752748	HGDP01397
PRJEB6463	SAMEA2581360	ERX1479163	ERR1408095	67881104	10250046704	HGDP00881
PRJEB6463	SAMEA2581369	ERX1479165	ERR1408097	73722786	11132140686	HGDP00890
PRJEB6463	SAMEA2581377	ERX1479167	ERR1408100	74255356	11212558756	HGDP00898
PRJEB6463	SAMEA2581386	ERX1479169	ERR1408102	65014814	9817236914	HGDP00514
PRJEB6463	SAMEA2581395	ERX1479171	ERR1408104	65559460	9899478460	HGDP00523
PRJEB6463	SAMEA2581406	ERX1479173	ERR1408106	63387276	9571478676	HGDP00535
PRJEB6463	SAMEA2581414	ERX1479174	ERR1408108	70195394	10599504494	HGDP01360
PRJEB6463	SAMEA2581310	ERX1479177	ERR1408110	62713366	9469718266	HGDP00088
PRJEB6463	SAMEA2581322	ERX1479179	ERR1408112	67327272	10166418072	HGDP00137
PRJEB6463	SAMEA2581330	ERX1479181	ERR1408114	67014868	10119245068	HGDP00148
PRJEB6463	SAMEA2581340	ERX1479183	ERR1408116	74041964	11180336564	HGDP00161
PRJEB6463	SAMEA2581351	ERX1479185	ERR1408119	70652118	10668469818	HGDP01398
PRJEB6463	SAMEA2581361	ERX1479187	ERR1408121	64837424	9790451024	HGDP00882
PRJEB6463	SAMEA2581370	ERX1479189	ERR1408123	73048352	11030301152	HGDP00891
PRJEB6463	SAMEA2581378	ERX1479191	ERR1408125	72018052	10874725852	HGDP00899
PRJEB6463	SAMEA2581387	ERX1479193	ERR1408127	68776220	10385209220	HGDP00515
PRJEB6463	SAMEA2581396	ERX1479196	ERR1408129	70058486	10578831386	HGDP00524
PRJEB6463	SAMEA2581407	ERX1479198	ERR1408131	78931532	11918661332	HGDP00536
PRJEB6463	SAMEA2581415	ERX1479200	ERR1408133	69517800	10497187800	HGDP01361
PRJEB6463	SAMEA2581312	ERX1479202	ERR1408135	69869658	10550318358	HGDP00092
PRJEB6463	SAMEA2581323	ERX1479204	ERR1408137	67670950	10218313450	HGDP00139
PRJEB6463	SAMEA2581331	ERX1479206	ERR1408139	65898642	9950694942	HGDP00149
PRJEB6463	SAMEA2581341	ERX1479208	ERR1408141	67902908	10253339108	HGDP01381
PRJEB6463	SAMEA2581352	ERX1479210	ERR1408143	68777230	10385361730	HGDP01399
PRJEB6463	SAMEA2581362	ERX1479212	ERR1408145	66116026	9983519926	HGDP00883
PRJEB6463	SAMEA2581371	ERX1479214	ERR1408147	71940132	10862959932	HGDP00892
PRJEB6463	SAMEA2581379	ERX1479216	ERR1408149	80890778	12214507478	HGDP00900
PRJEB6463	SAMEA2581388	ERX1479218	ERR1408152	63990586	9662578486	HGDP00516
PRJEB6463	SAMEA2581397	ERX1479220	ERR1408154	70247712	10607404512	HGDP00525
PRJEB6463	SAMEA2581408	ERX1479222	ERR1408157	72354674	10925555774	HGDP00537
PRJEB6463	SAMEA2581416	ERX1479224	ERR1408160	65327938	9864518638	HGDP01362
PRJEB6463	SAMEA2581313	ERX1479226	ERR1408162	64843710	9791400210	HGDP00094
PRJEB6463	SAMEA2581324	ERX1479228	ERR1408164	65811232	9937496032	HGDP00140
PRJEB6463	SAMEA2581332	ERX1479230	ERR1408166	64679188	9766557388	HGDP00150
PRJEB6463	SAMEA2581342	ERX1479232	ERR1408168	67821558	10241055258	HGDP01382
PRJEB6463	SAMEA2581353	ERX1479234	ERR1408170	67266550	10157249050	HGDP01400
PRJEB6463	SAMEA2581363	ERX1479236	ERR1408172	62314916	9409552316	HGDP00884
PRJEB6463	SAMEA2581372	ERX1479238	ERR1408173	76654850	11574882350	HGDP00893
PRJEB6463	SAMEA2581380	ERX1479239	ERR1408175	78251028	11815905228	HGDP00901
PRJEB6463	SAMEA2581389	ERX1479240	ERR1408177	75457368	11394062568	HGDP00517
PRJEB6463	SAMEA2581399	ERX1479241	ERR1408179	64008564	9665293164	HGDP00527
PRJEB6463	SAMEA2581409	ERX1479242	ERR1408181	64705470	9770525970	HGDP00538
PRJEB6463	SAMEA2581417	ERX1479243	ERR1408182	69186562	10447170862	HGDP01363
PRJEB6463	SAMEA2581305	ERX1479244	ERR1408184	72172996	10898122396	HGDP00076
PRJEB6463	SAMEA2581314	ERX1479245	ERR1408186	54079990	8166078490	HGDP00096
PRJEB6463	SAMEA2581325	ERX1479246	ERR1408188	64884162	9797508462	HGDP00141
PRJEB6463	SAMEA2581333	ERX1479247	ERR1408190	63705594	9619544694	HGDP00151
PRJEB6463	SAMEA2581344	ERX1479248	ERR1408192	58085682	8770937982	HGDP01384
PRJEB6463	SAMEA2581356	ERX1479249	ERR1408194	62911814	9499683914	HGDP01403
PRJEB6463	SAMEA2581364	ERX1479250	ERR1408196	62038944	9367880544	HGDP00885
PRJEB6463	SAMEA2581373	ERX1479251	ERR1408198	67211756	10148975156	HGDP00894
PRJEB6463	SAMEA2581381	ERX1479252	ERR1408200	63762702	9628168002	HGDP00902
PRJEB6463	SAMEA2581390	ERX1479253	ERR1408202	66848562	10094132862	HGDP00518
PRJEB6463	SAMEA2581400	ERX1479254	ERR1408204	71283110	10763749610	HGDP00528
PRJEB6463	SAMEA2581410	ERX1479255	ERR1408206	69138100	10439853100	HGDP00539
PRJEB6463	SAMEA2581306	ERX1479256	ERR1408207	56517690	8534171190	HGDP00078
PRJEB6463	SAMEA2581315	ERX1479257	ERR1408208	63121652	9531369452	HGDP00098
PRJEB6463	SAMEA2581326	ERX1479258	ERR1408209	60063982	9069661282	HGDP00143
PRJEB6463	SAMEA2581334	ERX1479259	ERR1408210	102793444	15521810044	HGDP00153
PRJEB6463	SAMEA2581346	ERX1479260	ERR1408211	63152694	9536056794	HGDP01386
PRJEB6463	SAMEA2581357	ERX1479261	ERR1408212	58750350	8871302850	HGDP01404
PRJEB6463	SAMEA2581365	ERX1479262	ERR1408213	77522158	11705845858	HGDP00886
PRJEB6463	SAMEA2581374	ERX1479263	ERR1408214	61256450	9249723950	HGDP00895
PRJEB6463	SAMEA2581383	ERX1479264	ERR1408215	62889740	9496350740	HGDP00511
PRJEB6463	SAMEA2581391	ERX1479265	ERR1408216	49164524	7423843124	HGDP00519
PRJEB6463	SAMEA2581401	ERX1479266	ERR1408217	61851782	9339619082	HGDP00529
PRJEB6463	SAMEA2581411	ERX1479267	ERR1408218	61435018	9276687718	HGDP01357
PRJEB6463	SAMEA2581307	ERX1479268	ERR1408219	71222220	10754555220	HGDP00080
PRJEB6463	SAMEA2581317	ERX1479269	ERR1408220	75256210	11363687710	HGDP00131
PRJEB6463	SAMEA2581327	ERX1479270	ERR1408221	69016790	10421535290	HGDP00144
PRJEB6463	SAMEA2581335	ERX1479271	ERR1408222	68202108	10298518308	HGDP00154
PRJEB6463	SAMEA2581347	ERX1479272	ERR1408223	68825336	10392625736	HGDP01387
PRJEB6463	SAMEA2581358	ERX1479273	ERR1408224	72210590	10903799090	HGDP00879
PRJEB6463	SAMEA2581367	ERX1479274	ERR1408225	73347786	11075515686	HGDP00888
PRJEB6463	SAMEA2581375	ERX1479275	ERR1408226	71445080	10788207080	HGDP00896
PRJEB6463	SAMEA2581384	ERX1479276	ERR1408227	61962322	9356310622	HGDP00512
PRJEB6463	SAMEA2581392	ERX1479277	ERR1408228	73376068	11079786268	HGDP00520
PRJEB6463	SAMEA2581403	ERX1479278	ERR1408229	71303848	10766881048	HGDP00531
PRJEB6463	SAMEA2581412	ERX1479279	ERR1408230	70808504	10692084104	HGDP01358
PRJEB6463	SAMEA2581308	ERX1479280	ERR1408231	75359596	11379298996	HGDP00082
PRJEB6463	SAMEA2581318	ERX1479281	ERR1408232	69695490	10524018990	HGDP00133
PRJEB6463	SAMEA2581328	ERX1479282	ERR1408233	64649834	9762124934	HGDP00145
PRJEB6463	SAMEA2581336	ERX1479283	ERR1408234	69756626	10533250526	HGDP00155
PRJEB6463	SAMEA2581348	ERX1479284	ERR1408235	55663802	8405234102	HGDP01388
PRJEB6463	SAMEA2581359	ERX1479285	ERR1408236	69907642	10556053942	HGDP00880
PRJEB6463	SAMEA2581368	ERX1479286	ERR1408237	70635144	10665906744	HGDP00889
PRJEB6463	SAMEA2581376	ERX1479287	ERR1408238	72005100	10872770100	HGDP00897
PRJEB6463	SAMEA2581385	ERX1479288	ERR1408239	73198416	11052960816	HGDP00513
PRJEB6463	SAMEA2581394	ERX1479289	ERR1408240	64880470	9796950970	HGDP00522
PRJEB6463	SAMEA2581405	ERX1479290	ERR1408241	77846282	11754788582	HGDP00534
PRJEB6463	SAMEA2581413	ERX1479291	ERR1408242	74311766	11221076666	HGDP01359
PRJEB6463	SAMEA2581309	ERX1479292	ERR1408243	67165194	10141944294	HGDP00086
PRJEB6463	SAMEA2581319	ERX1479293	ERR1408244	61550500	9294125500	HGDP00134
PRJEB6463	SAMEA2581329	ERX1479294	ERR1408245	61485500	9284310500	HGDP00146
PRJEB6463	SAMEA2581338	ERX1479295	ERR1408246	71223816	10754796216	HGDP00158
PRJEB6463	SAMEA2581350	ERX1479296	ERR1408247	67516578	10195003278	HGDP01397
PRJEB6463	SAMEA2581360	ERX1479297	ERR1408248	66230678	10000832378	HGDP00881
PRJEB6463	SAMEA2581369	ERX1479298	ERR1408249	72300284	10917342884	HGDP00890
PRJEB6463	SAMEA2581377	ERX1479299	ERR1408250	72931468	11012651668	HGDP00898
PRJEB6463	SAMEA2581386	ERX1479300	ERR1408251	63516570	9591002070	HGDP00514
PRJEB6463	SAMEA2581395	ERX1479301	ERR1408252	63990480	9662562480	HGDP00523
PRJEB6463	SAMEA2581406	ERX1479302	ERR1408253	61871194	9342550294	HGDP00535
PRJEB6463	SAMEA2581414	ERX1479303	ERR1408254	68879684	10400832284	HGDP01360
PRJEB6463	SAMEA2581310	ERX1479304	ERR1408255	61050868	9218681068	HGDP00088
PRJEB6463	SAMEA2581322	ERX1479305	ERR1408256	65560058	9899568758	HGDP00137
PRJEB6463	SAMEA2581330	ERX1479306	ERR1408257	65539742	9896501042	HGDP00148
PRJEB6463	SAMEA2581340	ERX1479307	ERR1408258	72846780	10999863780	HGDP00161
PRJEB6463	SAMEA2581351	ERX1479308	ERR1408259	70953676	10714005076	HGDP01398
PRJEB6463	SAMEA2581361	ERX1479309	ERR1408260	62747624	9474891224	HGDP00882
PRJEB6463	SAMEA2581370	ERX1479310	ERR1408261	71077480	10732699480	HGDP00891
PRJEB6463	SAMEA2581378	ERX1479311	ERR1408262	71592594	10810481694	HGDP00899
PRJEB6463	SAMEA2581387	ERX1479312	ERR1408263	67488094	10190702194	HGDP00515
PRJEB6463	SAMEA2581396	ERX1479313	ERR1408264	69807374	10540913474	HGDP00524
PRJEB6463	SAMEA2581407	ERX1479314	ERR1408265	78477554	11850110654	HGDP00536
PRJEB6463	SAMEA2581415	ERX1479315	ERR1408266	68430996	10333080396	HGDP01361
PRJEB6463	SAMEA2581312	ERX1479316	ERR1408267	68924030	10407528530	HGDP00092
PRJEB6463	SAMEA2581323	ERX1479317	ERR1408268	66223712	9999780512	HGDP00139
PRJEB6463	SAMEA2581331	ERX1479318	ERR1408269	63677230	9615261730	HGDP00149
PRJEB6463	SAMEA2581341	ERX1479319	ERR1408270	65473740	9886534740	HGDP01381
PRJEB6463	SAMEA2581352	ERX1479320	ERR1408271	66097870	9980778370	HGDP01399
PRJEB6463	SAMEA2581362	ERX1479321	ERR1408272	64350656	9716949056	HGDP00883
PRJEB6463	SAMEA2581371	ERX1479322	ERR1408273	69814272	10541955072	HGDP00892
PRJEB6463	SAMEA2581379	ERX1479323	ERR1408274	78185826	11806059726	HGDP00900
PRJEB6463	SAMEA2581388	ERX1479324	ERR1408275	62166686	9387169586	HGDP00516
PRJEB6463	SAMEA2581397	ERX1479325	ERR1408276	68269438	10308685138	HGDP00525
PRJEB6463	SAMEA2581408	ERX1479326	ERR1408277	69712570	10526598070	HGDP00537
PRJEB6463	SAMEA2581416	ERX1479327	ERR1408278	62957358	9506561058	HGDP01362
PRJEB6463	SAMEA2581313	ERX1479328	ERR1408279	63350918	9565988618	HGDP00094
PRJEB6463	SAMEA2581324	ERX1479329	ERR1408280	63902812	9649324612	HGDP00140
PRJEB6463	SAMEA2581332	ERX1479330	ERR1408281	62761352	9476964152	HGDP00150
PRJEB6463	SAMEA2581342	ERX1479331	ERR1408282	65539038	9896394738	HGDP01382
PRJEB6463	SAMEA2581353	ERX1479332	ERR1408283	64948932	9807288732	HGDP01400
PRJEB6463	SAMEA2581363	ERX1479333	ERR1408284	60329448	9109746648	HGDP00884
PRJEB6463	SAMEA2581372	ERX1479334	ERR1408285	75101872	11340382672	HGDP00893
PRJEB6463	SAMEA2581380	ERX1479335	ERR1408286	76180538	11503261238	HGDP00901
PRJEB6463	SAMEA2581389	ERX1479336	ERR1408287	74250670	11211851170	HGDP00517
PRJEB6463	SAMEA2581399	ERX1479337	ERR1408288	62453870	9430534370	HGDP00527
PRJEB6463	SAMEA2581409	ERX1479338	ERR1408289	62992984	9511940584	HGDP00538
PRJEB6463	SAMEA2581417	ERX1479339	ERR1408290	67357032	10170911832	HGDP01363
PRJEB6463	SAMEA2581305	ERX1479340	ERR1408291	76298538	11521079238	HGDP00076
PRJEB6463	SAMEA2581314	ERX1479341	ERR1408292	59138926	8929977826	HGDP00096
PRJEB6463	SAMEA2581325	ERX1479342	ERR1408293	70239114	10606106214	HGDP00141
PRJEB6463	SAMEA2581333	ERX1479343	ERR1408294	68605500	10359430500	HGDP00151
PRJEB6463	SAMEA2581344	ERX1479344	ERR1408295	62591586	9451329486	HGDP01384
PRJEB6463	SAMEA2581356	ERX1479345	ERR1408296	68143506	10289669406	HGDP01403
PRJEB6463	SAMEA2581364	ERX1479346	ERR1408297	67790814	10236412914	HGDP00885
PRJEB6463	SAMEA2581373	ERX1479347	ERR1408298	72852838	11000778538	HGDP00894
PRJEB6463	SAMEA2581381	ERX1479348	ERR1408299	70186538	10598167238	HGDP00902
PRJEB6463	SAMEA2581390	ERX1479349	ERR1408300	70611494	10662335594	HGDP00518
PRJEB6463	SAMEA2581400	ERX1479350	ERR1408301	77638750	11723451250	HGDP00528
PRJEB6463	SAMEA2581410	ERX1479351	ERR1408302	75648356	11422901756	HGDP00539
PRJEB6463	SAMEA2581306	ERX1479352	ERR1408303	61616248	9304053448	HGDP00078
PRJEB6463	SAMEA2581315	ERX1479353	ERR1408304	68536260	10348975260	HGDP00098
PRJEB6463	SAMEA2581326	ERX1479354	ERR1408305	65213716	9847271116	HGDP00143
PRJEB6463	SAMEA2581334	ERX1479355	ERR1408306	112390200	16970920200	HGDP00153
PRJEB6463	SAMEA2581346	ERX1479356	ERR1408307	68478372	10340234172	HGDP01386
PRJEB6463	SAMEA2581357	ERX1479357	ERR1408308	64126752	9683139552	HGDP01404
PRJEB6463	SAMEA2581365	ERX1479358	ERR1408309	84231636	12718977036	HGDP00886
PRJEB6463	SAMEA2581374	ERX1479359	ERR1408310	66532774	10046448874	HGDP00895
PRJEB6463	SAMEA2581383	ERX1479360	ERR1408311	68531656	10348280056	HGDP00511
PRJEB6463	SAMEA2581391	ERX1479361	ERR1408312	53231814	8038003914	HGDP00519
PRJEB6463	SAMEA2581401	ERX1479362	ERR1408313	67763420	10232276420	HGDP00529
PRJEB6463	SAMEA2581411	ERX1479363	ERR1408314	66598548	10056380748	HGDP01357
PRJEB6463	SAMEA2581307	ERX1479364	ERR1408315	75061214	11334243314	HGDP00080
PRJEB6463	SAMEA2581317	ERX1479365	ERR1408316	79457170	11998032670	HGDP00131
PRJEB6463	SAMEA2581327	ERX1479366	ERR1408317	72675840	10974051840	HGDP00144
PRJEB6463	SAMEA2581335	ERX1479367	ERR1408318	72179414	10899091514	HGDP00154
PRJEB6463	SAMEA2581347	ERX1479368	ERR1408319	72242828	10908667028	HGDP01387
PRJEB6463	SAMEA2581358	ERX1479369	ERR1408320	76507804	11552678404	HGDP00879
PRJEB6463	SAMEA2581367	ERX1479370	ERR1408321	77385676	11685237076	HGDP00888
PRJEB6463	SAMEA2581375	ERX1479371	ERR1408322	75566336	11410516736	HGDP00896
PRJEB6463	SAMEA2581384	ERX1479372	ERR1408323	66058446	9974825346	HGDP00512
PRJEB6463	SAMEA2581392	ERX1479373	ERR1408324	76983918	11624571618	HGDP00520
PRJEB6463	SAMEA2581403	ERX1479374	ERR1408325	75202650	11355600150	HGDP00531
PRJEB6463	SAMEA2581412	ERX1479375	ERR1408326	74335958	11224729658	HGDP01358
PRJEB6463	SAMEA2581308	ERX1479376	ERR1408327	78734336	11888884736	HGDP00082
PRJEB6463	SAMEA2581318	ERX1479377	ERR1408328	73439782	11089407082	HGDP00133
PRJEB6463	SAMEA2581328	ERX1479378	ERR1408329	67910068	10254420268	HGDP00145
PRJEB6463	SAMEA2581336	ERX1479379	ERR1408330	72023040	10875479040	HGDP00155
PRJEB6463	SAMEA2581348	ERX1479380	ERR1408331	59013532	8911043332	HGDP01388
PRJEB6463	SAMEA2581359	ERX1479381	ERR1408332	71675540	10823006540	HGDP00880
PRJEB6463	SAMEA2581368	ERX1479382	ERR1408333	72940898	11014075598	HGDP00889
PRJEB6463	SAMEA2581376	ERX1479383	ERR1408334	75788732	11444098532	HGDP00897
PRJEB6463	SAMEA2581385	ERX1479384	ERR1408335	75807766	11446972666	HGDP00513
PRJEB6463	SAMEA2581394	ERX1479385	ERR1408336	67316882	10164849182	HGDP00522
PRJEB6463	SAMEA2581405	ERX1479386	ERR1408337	81329354	12280732454	HGDP00534
PRJEB6463	SAMEA2581413	ERX1479387	ERR1408338	77462130	11696781630	HGDP01359
PRJEB6463	SAMEA2581309	ERX1479388	ERR1408339	72302206	10917633106	HGDP00086
PRJEB6463	SAMEA2581319	ERX1479389	ERR1408340	66216870	9998747370	HGDP00134
PRJEB6463	SAMEA2581329	ERX1479390	ERR1408341	66003234	9966488334	HGDP00146
PRJEB6463	SAMEA2581338	ERX1479391	ERR1408342	77464354	11697117454	HGDP00158
PRJEB6463	SAMEA2581350	ERX1479392	ERR1408343	72791436	10991506836	HGDP01397
PRJEB6463	SAMEA2581360	ERX1479393	ERR1408344	70688504	10673964104	HGDP00881
PRJEB6463	SAMEA2581369	ERX1479394	ERR1408345	77576660	11714075660	HGDP00890
PRJEB6463	SAMEA2581377	ERX1479395	ERR1408346	78585098	11866349798	HGDP00898
PRJEB6463	SAMEA2581386	ERX1479396	ERR1408347	68182690	10295586190	HGDP00514
PRJEB6463	SAMEA2581395	ERX1479397	ERR1408348	68422710	10331829210	HGDP00523
PRJEB6463	SAMEA2581406	ERX1479398	ERR1408349	66160442	9990226742	HGDP00535
PRJEB6463	SAMEA2581414	ERX1479399	ERR1408350	73694284	11127836884	HGDP01360
PRJEB6463	SAMEA2581310	ERX1479400	ERR1408351	65075392	9826384192	HGDP00088
PRJEB6463	SAMEA2581322	ERX1479401	ERR1408352	70302662	10615701962	HGDP00137
PRJEB6463	SAMEA2581330	ERX1479402	ERR1408353	69760704	10533866304	HGDP00148
PRJEB6463	SAMEA2581340	ERX1479403	ERR1408354	77583978	11715180678	HGDP00161
PRJEB6463	SAMEA2581351	ERX1479404	ERR1408355	72994362	11022148662	HGDP01398
PRJEB6463	SAMEA2581361	ERX1479405	ERR1408356	66405074	10027166174	HGDP00882
PRJEB6463	SAMEA2581370	ERX1479406	ERR1408357	76102800	11491522800	HGDP00891
PRJEB6463	SAMEA2581378	ERX1479407	ERR1408358	74927024	11313980624	HGDP00899
PRJEB6463	SAMEA2581387	ERX1479408	ERR1408359	71867340	10851968340	HGDP00515
PRJEB6463	SAMEA2581396	ERX1479409	ERR1408360	71840642	10847936942	HGDP00524
PRJEB6463	SAMEA2581407	ERX1479410	ERR1408361	82776234	12499211334	HGDP00536
PRJEB6463	SAMEA2581415	ERX1479411	ERR1408362	72790084	10991302684	HGDP01361
PRJEB6463	SAMEA2581312	ERX1479412	ERR1408363	73581908	11110868108	HGDP00092
PRJEB6463	SAMEA2581323	ERX1479413	ERR1408364	71247518	10758375218	HGDP00139
PRJEB6463	SAMEA2581331	ERX1479414	ERR1408365	68065630	10277910130	HGDP00149
PRJEB6463	SAMEA2581341	ERX1479415	ERR1408366	69821312	10543018112	HGDP01381
PRJEB6463	SAMEA2581352	ERX1479416	ERR1408367	70537620	10651180620	HGDP01399
PRJEB6463	SAMEA2581362	ERX1479417	ERR1408368	68553058	10351511758	HGDP00883
PRJEB6463	SAMEA2581371	ERX1479418	ERR1408369	74805348	11295607548	HGDP00892
PRJEB6463	SAMEA2581379	ERX1479419	ERR1408370	83362162	12587686462	HGDP00900
PRJEB6463	SAMEA2581388	ERX1479420	ERR1408371	66106370	9982061870	HGDP00516
PRJEB6463	SAMEA2581397	ERX1479421	ERR1408372	72755332	10986055132	HGDP00525
PRJEB6463	SAMEA2581408	ERX1479422	ERR1408373	74206022	11205109322	HGDP00537
PRJEB6463	SAMEA2581416	ERX1479423	ERR1408374	67365362	10172169662	HGDP01362
PRJEB6463	SAMEA2581313	ERX1479424	ERR1408375	67745904	10229631504	HGDP00094
PRJEB6463	SAMEA2581324	ERX1479425	ERR1408376	67846604	10244837204	HGDP00140
PRJEB6463	SAMEA2581332	ERX1479426	ERR1408377	66370242	10021906542	HGDP00150
PRJEB6463	SAMEA2581342	ERX1479427	ERR1408378	70298232	10615033032	HGDP01382
PRJEB6463	SAMEA2581353	ERX1479428	ERR1408379	69347758	10471511458	HGDP01400
PRJEB6463	SAMEA2581363	ERX1479429	ERR1408380	64411274	9726102374	HGDP00884
PRJEB6463	SAMEA2581372	ERX1479430	ERR1408381	78845546	11905677446	HGDP00893
